hike_id,Parking Issues,Rocky Conditions,Snow/Icy Conditions,Lake/Waterfall/Pond,Easy Difficulty,Hard Difficulty,Bring Bug Spray,Family Friendly,Well Maintained
hike_3157,13.0,11.0,6.0,13.0,18.0,12.899999999999999,1.0,15.799999999999997,1.0
hike_3158,11.0,43.0,21.1,14.0,12.0,43.0,4.0,23.599999999999998,1.0
hike_3159,7.0,6.0,7.1,1.0,38.0,8.9,3.0,19.400000000000002,6.6
hike_316,1.0,5.0,2.0,3.0,1.0,1.0,0.1,1.8,0.0
hike_3160,26.0,7.0,12.399999999999999,0.0,16.0,34.20000000000001,1.1,28.40000000000001,1.0
hike_3161,10.0,28.0,31.0,0.0,27.0,49.3,5.8999999999999995,16.3,4.0
hike_3162,13.0,6.0,36.0,87.0,11.0,78.59999999999998,7.6,33.000000000000014,0.0
hike_3163,11.1,22.0,21.200000000000003,45.0,25.0,55.80000000000001,7.499999999999999,40.0,7.3
hike_3164,6.0,13.0,6.1,9.0,7.0,12.799999999999997,3.0,14.9,3.8999999999999995
hike_3165,21.3,15.0,27.400000000000002,0.0,38.0,32.20000000000001,5.1,26.10000000000001,18.2
hike_3166,11.1,11.0,23.0,3.0,22.0,50.29999999999999,0.4,25.0,7.6
hike_3167,20.0,90.0,29.7,77.0,75.0,41.7,16.4,26.000000000000004,8.0
hike_3168,20.0,46.0,9.1,0.0,65.0,19.599999999999998,6.1,41.60000000000001,10.0
hike_3169,14.1,19.0,11.1,8.0,13.0,13.799999999999999,1.0,35.800000000000004,3.5
hike_317,0.0,1.0,0.0,1.0,1.0,1.1,0.0,1.0,0.0
hike_3170,10.0,29.0,20.299999999999997,14.0,44.0,37.4,5.1,30.1,5.8999999999999995
hike_3171,23.0,21.0,29.0,69.0,33.0,19.400000000000006,2.6,35.40000000000002,3.0
hike_3172,9.0,20.0,18.4,1.0,6.0,21.599999999999998,2.0,18.500000000000004,5.0
hike_3173,15.0,7.2,27.5,0.0,32.0,43.60000000000001,7.0,30.7,14.7
hike_3174,15.0,3.0,8.0,0.0,29.0,7.2,2.0,26.7,5.0
hike_3175,25.1,8.0,20.1,18.0,49.0,26.0,6.0,19.799999999999997,6.3
hike_3176,16.0,9.0,49.4,107.0,27.0,35.40000000000002,8.1,29.300000000000004,6.3
hike_3177,27.1,28.1,26.2,1.0,20.0,59.000000000000014,10.299999999999999,38.600000000000016,15.8
hike_3178,12.0,34.0,12.1,21.0,33.0,18.5,5.2,28.90000000000001,3.9
hike_3179,8.0,38.0,4.0,2.0,18.0,45.1,1.7999999999999998,17.599999999999994,4.3
hike_318,1.0,0.0,0.0,2.0,1.0,1.1,0.0,0.0,0.0
hike_3180,11.5,64.0,7.199999999999999,0.0,55.0,17.9,0.1,26.200000000000003,2.0
hike_3181,29.0,11.1,25.0,10.0,10.0,45.900000000000006,4.0,18.899999999999995,0.8999999999999999
hike_3182,7.0,15.0,21.0,68.0,50.0,20.9,1.3000000000000003,29.800000000000008,0.0
hike_3183,14.0,22.0,9.6,0.0,47.0,21.899999999999995,1.0,16.599999999999994,4.0
hike_3184,27.2,13.0,26.0,52.0,13.0,23.1,3.2,20.3,2.0
hike_3185,8.0,9.0,33.0,46.0,33.0,20.8,6.4,20.900000000000002,4.3
hike_3186,6.0,7.0,3.1,0.0,5.0,16.7,2.1,2.8000000000000003,0.0
hike_3187,9.0,12.0,27.0,82.0,17.0,56.39999999999999,8.1,27.199999999999996,0.0
hike_3188,9.0,4.0,5.0,0.0,46.0,9.299999999999999,3.0,22.500000000000004,7.0
hike_3189,11.0,23.0,5.0,24.0,28.0,16.8,2.0,17.5,1.0
hike_319,4.0,0.0,0.0,0.0,9.0,0.0,0.0,2.6000000000000005,1.0
hike_3190,26.0,10.0,11.1,1.0,10.0,28.600000000000005,1.0,10.699999999999996,5.6
hike_3191,15.1,15.0,15.0,1.0,13.0,25.699999999999996,7.2,13.999999999999995,2.3
hike_3192,27.0,11.0,44.2,80.0,22.0,34.0,2.0,21.300000000000008,15.9
hike_3193,61.0,21.1,43.2,79.0,26.0,77.39999999999998,7.0,36.8,3.8
hike_3194,39.0,70.30000000000001,34.0,0.0,30.0,74.00000000000001,15.7,39.400000000000006,9.2
hike_3195,15.0,9.0,9.2,4.0,17.0,23.9,0.0,14.100000000000001,5.6
hike_3196,20.0,7.0,25.1,51.0,20.0,18.099999999999998,9.1,15.399999999999997,1.0
hike_3197,29.0,13.0,21.1,1.0,27.0,28.000000000000004,1.1,27.20000000000001,8.3
hike_3198,17.0,6.0,9.2,1.0,30.0,19.699999999999996,2.0,11.6,13.0
hike_3199,4.0,18.0,7.0,0.0,37.0,13.0,3.0,17.599999999999994,9.5
hike_32,12.0,28.0,3.0,3.0,12.0,18.9,1.2,15.899999999999997,13.6
hike_320,2.0,1.0,0.0,1.0,2.0,1.0,1.0,0.4,5.0
hike_3200,17.0,21.0,27.6,0.0,20.0,53.50000000000001,7.1,22.600000000000005,2.0
hike_3201,15.0,10.0,5.0,71.0,53.0,23.4,22.3,37.800000000000004,6.0
hike_3202,11.0,5.0,7.0,32.0,59.0,5.700000000000001,2.0,21.299999999999997,2.0
hike_3203,3.0,20.0,25.0,7.0,31.0,57.300000000000004,7.4,25.29999999999999,6.0
hike_3204,4.0,10.0,0.0,0.0,14.0,0.7999999999999999,0.0,3.3000000000000003,0.0
hike_3205,6.0,5.0,21.1,72.0,24.0,27.800000000000004,5.0,15.999999999999998,3.0
hike_3206,12.0,27.0,15.0,11.0,28.0,10.199999999999998,2.1,38.30000000000001,2.0
hike_3207,17.2,9.0,42.0,16.0,33.0,59.300000000000004,6.0,30.500000000000004,9.0
hike_3208,8.0,15.0,22.0,14.0,30.0,3.8000000000000003,0.1,14.200000000000001,0.0
hike_3209,11.0,11.0,8.0,0.0,26.0,7.8,3.0,22.3,9.0
hike_321,0.0,0.0,0.0,0.0,1.0,1.1,0.0,0.3,2.0
hike_3210,7.0,17.0,17.0,33.0,13.0,30.200000000000003,5.2,10.4,2.0
hike_3211,11.0,17.0,16.2,4.0,16.0,35.400000000000006,3.1,26.200000000000006,8.0
hike_3212,26.0,3.0,14.1,31.0,44.0,12.799999999999997,3.0,30.90000000000001,2.0
hike_3213,14.0,4.0,12.0,54.0,3.0,34.6,7.0,15.199999999999996,0.0
hike_3214,1.0,15.0,12.1,2.0,8.0,19.800000000000004,3.5999999999999996,14.2,1.0
hike_3215,16.2,24.0,13.1,0.0,30.0,12.8,0.1,16.6,4.0
hike_3216,12.1,10.0,29.2,67.0,15.0,44.100000000000016,2.8000000000000003,23.099999999999998,2.3
hike_3217,7.0,2.0,46.0,10.0,54.0,24.299999999999997,1.0,53.5,0.0
hike_3218,11.0,48.1,22.5,7.0,22.0,63.00000000000001,5.3999999999999995,31.4,7.499999999999999
hike_3219,8.0,9.0,32.0,9.0,17.0,26.80000000000001,2.1,21.6,5.6
hike_322,4.0,2.0,0.0,5.0,2.0,4.8999999999999995,1.0,3.1,2.0
hike_3220,16.0,34.1,39.0,34.0,39.0,42.300000000000004,1.0,33.800000000000026,8.3
hike_3221,12.0,13.0,29.1,3.0,30.0,30.50000000000001,6.2,24.700000000000003,3.3
hike_3222,28.2,12.0,37.0,78.0,12.0,36.0,8.1,23.300000000000008,6.3
hike_3223,24.0,14.0,9.4,15.0,18.0,24.399999999999995,0.0,26.900000000000006,17.3
hike_3224,14.0,19.0,8.0,77.0,22.0,24.5,18.5,23.800000000000015,4.3
hike_3225,12.1,11.0,20.0,20.0,5.0,13.8,0.0,15.3,4.0
hike_3226,8.0,37.0,27.1,0.0,11.0,33.2,3.1,13.799999999999999,6.0
hike_3227,12.0,9.0,10.0,0.0,16.0,19.299999999999997,4.0,17.799999999999997,3.0
hike_3228,25.0,5.0,44.1,84.0,11.0,37.20000000000001,13.0,16.699999999999996,1.8
hike_3229,5.0,10.0,5.0,0.0,4.0,4.8,1.0,7.200000000000001,2.0
hike_323,1.0,4.0,1.0,3.0,5.0,2.5000000000000004,0.0,1.2000000000000002,2.0
hike_3230,4.0,18.0,26.1,39.0,20.0,35.50000000000001,5.0,22.5,6.6
hike_3231,9.3,39.0,25.1,0.0,18.0,51.300000000000004,15.1,23.299999999999994,6.3
hike_3232,18.0,10.0,32.0,60.0,31.0,39.400000000000006,5.0,21.9,5.3
hike_3233,14.0,6.0,12.3,0.0,32.0,8.1,2.0,9.1,5.3
hike_3234,5.0,36.0,3.0,0.0,28.0,25.999999999999996,3.0,24.2,4.0
hike_3235,27.0,13.0,23.0,3.0,12.0,41.40000000000001,9.3,17.6,11.3
hike_3236,10.0,11.0,21.0,81.0,21.0,35.00000000000001,13.4,25.400000000000002,13.0
hike_3237,13.1,0.0,10.0,30.0,16.0,8.299999999999999,3.0,6.3999999999999995,3.0
hike_3238,7.0,25.1,12.0,72.0,10.0,39.7,2.5,26.9,2.0
hike_3239,14.0,26.0,6.0,0.0,40.0,5.599999999999999,0.0,15.5,2.0
hike_324,1.0,1.0,1.0,3.0,2.0,5.1,2.0,2.6,2.0
hike_3240,5.0,4.0,21.0,0.0,12.0,45.70000000000002,3.1,22.700000000000003,15.0
hike_3241,15.0,52.0,4.0,0.0,26.0,17.8,3.0,11.6,1.0
hike_3242,11.0,12.0,13.0,30.0,11.0,14.799999999999999,10.0,8.799999999999999,3.6
hike_3243,24.0,17.0,2.0,0.0,18.0,5.8,0.0,10.399999999999999,3.0
hike_3244,19.2,9.0,12.2,20.0,11.0,28.2,3.2,22.7,1.0
hike_3245,6.0,1.0,2.0,0.0,10.0,11.499999999999998,2.0,7.3999999999999995,4.0
hike_3246,5.0,6.0,7.5,0.0,35.0,18.9,5.1,18.299999999999997,3.0
hike_3247,15.0,21.0,31.0,72.0,8.0,30.599999999999998,2.0,17.599999999999998,2.0
hike_3248,5.0,4.0,15.0,45.0,25.0,8.1,3.1,13.0,2.0
hike_3249,18.0,26.0,31.0,91.0,20.0,33.800000000000004,15.0,20.3,4.0
hike_325,1.0,0.0,0.0,0.0,4.0,1.5000000000000002,4.1,2.8000000000000003,2.3
hike_3250,12.4,12.0,7.1,50.0,12.0,28.700000000000003,10.6,17.5,1.0
hike_3251,12.0,0.0,3.1,46.0,21.0,2.6000000000000005,2.0,15.699999999999996,1.0
hike_3252,9.0,13.0,9.3,0.0,39.0,15.099999999999998,2.0,7.999999999999998,1.0
hike_3253,9.1,3.0,38.5,70.0,16.0,37.900000000000006,12.1,26.00000000000001,2.0
hike_3254,18.1,12.0,18.1,17.0,6.0,24.5,2.1,18.3,4.0
hike_3255,7.0,28.0,8.3,0.0,18.0,22.800000000000004,4.1,17.299999999999997,2.8999999999999995
hike_3256,5.0,6.0,5.0,4.0,17.0,32.6,7.0,30.6,2.0
hike_3257,12.0,4.0,25.2,67.0,12.0,39.100000000000016,10.1,22.8,2.0
hike_3258,8.1,24.0,6.5,0.0,8.0,17.500000000000004,1.1,7.599999999999999,3.0
hike_3259,18.0,26.0,39.1,39.0,10.0,56.20000000000002,1.3000000000000003,26.899999999999995,4.0
hike_326,2.0,1.0,1.0,0.0,7.0,3.1,1.0,2.4,5.0
hike_3260,14.5,7.0,11.1,26.0,9.0,26.7,1.0,19.9,12.0
hike_3261,15.0,16.200000000000003,40.1,2.0,17.0,59.50000000000001,5.399999999999999,22.000000000000004,3.0
hike_3262,5.0,3.0,0.0,32.0,21.0,4.8,0.0,15.399999999999997,0.0
hike_3263,5.0,7.0,15.0,9.0,20.0,17.9,2.0,12.799999999999997,3.0
hike_3264,7.0,8.1,2.0,20.0,22.0,3.2,0.1,12.199999999999998,1.0
hike_3265,21.0,15.0,17.9,12.0,14.0,43.70000000000001,4.1,28.400000000000002,4.0
hike_3266,3.0,5.0,7.0,7.0,3.0,7.6,2.0,4.499999999999999,0.0
hike_3267,2.0,13.0,14.1,2.0,24.0,8.9,1.0,13.7,4.0
hike_3268,13.0,8.0,12.1,41.0,6.0,14.8,3.2,7.8,0.0
hike_3269,13.1,6.0,8.6,1.0,10.0,10.9,3.0,10.799999999999995,3.0
hike_327,1.0,2.0,0.0,2.0,1.0,1.2,0.0,2.0,0.0
hike_3270,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,1.0
hike_3271,12.0,6.0,15.4,1.0,10.0,19.5,3.0,17.7,5.3
hike_3272,8.1,11.0,6.199999999999999,11.0,12.0,9.2,1.0,18.900000000000002,1.0
hike_3273,21.0,3.0,13.1,40.0,64.0,17.0,4.0,29.400000000000006,3.0
hike_3274,20.1,17.0,12.4,30.0,20.0,23.9,11.1,15.099999999999998,3.0
hike_3275,13.0,1.0,11.0,40.0,39.0,14.799999999999999,1.0,16.099999999999998,5.0
hike_3276,7.0,4.0,5.0,17.0,9.0,15.6,2.1,5.999999999999999,4.0
hike_3277,4.0,18.0,12.4,8.0,29.0,16.799999999999997,0.0,32.70000000000001,4.0
hike_3278,4.2,9.0,14.0,13.0,8.0,27.000000000000004,5.1,12.799999999999999,2.0
hike_3279,16.9,4.0,10.1,36.0,6.0,13.799999999999999,1.0,12.399999999999999,2.0
hike_328,1.0,0.0,1.1,2.0,1.0,3.3000000000000007,1.0,6.2,2.0
hike_3280,9.0,15.0,10.1,10.0,11.0,32.699999999999996,4.0,24.1,4.0
hike_3281,6.0,6.0,6.0,0.0,4.0,14.999999999999996,2.1,15.599999999999998,4.0
hike_3282,19.0,10.0,27.0,56.0,18.0,11.799999999999999,8.1,19.599999999999998,6.3
hike_3283,9.0,28.1,16.2,12.0,14.0,26.6,3.0,22.499999999999996,0.6
hike_3284,12.0,8.0,28.200000000000003,0.0,11.0,34.40000000000001,2.1,12.799999999999999,6.0
hike_3285,3.0,6.0,8.0,13.0,8.0,9.0,1.4000000000000001,5.8999999999999995,0.0
hike_3286,11.0,14.0,14.499999999999998,0.0,16.0,10.7,1.0,8.7,0.3
hike_3287,4.1,5.0,2.0,0.0,6.0,3.4,1.0,3.0,0.0
hike_3288,9.0,17.0,8.1,2.0,21.0,10.799999999999997,0.0,17.199999999999996,3.0
hike_3289,11.0,9.0,20.2,0.0,22.0,39.29999999999999,3.1,8.999999999999998,3.0
hike_329,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1,0.0
hike_3290,26.0,12.1,14.1,7.0,8.0,46.7,2.1,20.700000000000003,5.0
hike_3291,5.0,38.0,7.2,2.0,28.0,13.899999999999999,1.1,14.599999999999998,6.6
hike_3292,3.0,4.0,6.0,5.0,26.0,3.5,1.1,12.299999999999999,2.8
hike_3293,4.0,28.0,9.0,1.0,7.0,46.400000000000006,3.4,10.399999999999997,1.0
hike_3294,11.0,6.0,28.0,0.0,16.0,25.200000000000006,4.0,9.399999999999999,0.0
hike_3295,12.0,32.0,15.0,22.0,16.0,19.5,3.1,11.0,7.3
hike_3296,11.2,8.0,36.1,63.0,19.0,42.800000000000004,9.3,22.200000000000003,2.0
hike_3297,9.0,9.0,16.0,44.0,17.0,28.900000000000002,4.3,9.199999999999998,1.0
hike_3298,15.0,2.0,6.1,21.0,21.0,8.1,2.1,16.2,0.0
hike_3299,13.0,3.0,8.2,0.0,19.0,5.7,1.0,13.4,3.0
hike_33,4.0,2.0,2.0,5.0,20.0,10.599999999999996,1.2000000000000002,13.599999999999994,8.3
hike_330,0.0,5.0,1.0,0.0,4.0,2.4000000000000004,0.1,1.6,4.0
hike_3300,6.0,3.0,1.0,0.0,25.0,8.899999999999997,1.0,7.399999999999998,2.3
hike_3301,15.0,27.0,21.0,0.0,32.0,14.699999999999998,1.0,9.3,4.0
hike_3302,10.0,41.0,9.1,71.0,36.0,20.999999999999993,3.1,33.60000000000001,1.3
hike_3303,20.0,18.0,18.0,1.0,14.0,28.900000000000002,5.299999999999999,14.899999999999999,8.0
hike_3304,8.0,3.0,14.0,0.0,42.0,22.399999999999995,1.0,30.600000000000005,11.3
hike_3305,5.0,10.0,8.0,13.0,6.0,23.900000000000002,1.0,9.2,5.0
hike_3306,10.0,22.0,9.1,0.0,31.0,14.399999999999999,2.0,27.000000000000004,4.0
hike_3307,13.0,7.0,4.3,0.0,17.0,6.9,1.1,6.8,3.0
hike_3308,8.0,6.0,5.5,1.0,15.0,4.6,1.0,5.7,0.0
hike_3309,5.0,16.0,16.0,35.0,9.0,18.5,2.1,11.8,4.3
hike_331,0.0,0.0,0.0,8.0,6.0,0.0,0.0,2.6,1.3
hike_3310,1.1,29.0,11.0,0.0,29.0,50.10000000000001,13.399999999999999,27.000000000000007,3.0
hike_3311,13.0,17.0,17.0,0.0,6.0,26.9,7.3,7.9,1.3
hike_3312,3.0,1.0,3.0,0.0,4.0,7.3999999999999995,0.0,3.5,2.0
hike_3313,3.0,3.0,9.1,42.0,22.0,8.6,5.0,14.399999999999997,3.0
hike_3314,17.0,19.0,16.1,4.0,18.0,48.40000000000002,7.6000000000000005,42.900000000000006,1.0
hike_3315,4.0,22.0,6.0,0.0,17.0,34.800000000000004,5.3,20.50000000000001,6.3
hike_3316,3.0,8.0,9.1,1.0,4.0,9.799999999999999,0.0,4.3,1.0
hike_3317,7.0,1.0,7.0,0.0,11.0,5.1,1.1,12.6,2.0
hike_3318,5.7,2.0,22.0,8.0,12.0,32.199999999999996,13.700000000000001,15.799999999999997,1.0
hike_3319,8.0,4.1,11.1,0.0,12.0,27.300000000000004,0.0,8.4,1.0
hike_332,4.0,3.0,0.0,1.0,2.0,4.6,0.3,1.3,2.0
hike_3320,11.0,23.0,35.0,18.0,17.0,34.800000000000004,3.1,21.9,2.0
hike_3321,17.0,11.0,17.0,44.0,7.0,26.8,5.1,14.9,0.0
hike_3322,18.0,1.0,28.1,75.0,14.0,35.300000000000004,12.5,18.9,2.0
hike_3323,5.0,14.0,0.0,4.0,11.0,6.700000000000001,0.0,10.5,4.0
hike_3324,11.0,3.0,5.0,6.0,7.0,7.8,0.0,3.2,0.3
hike_3325,6.0,8.0,18.0,9.0,7.0,24.1,18.0,16.499999999999996,7.6
hike_3326,21.0,5.0,14.2,0.0,18.0,17.900000000000006,0.0,16.199999999999996,1.0
hike_3327,1.0,10.0,5.0,3.0,13.0,16.8,3.9,6.0,0.0
hike_3328,13.0,1.0,13.0,25.0,12.0,9.599999999999998,1.0,17.099999999999998,1.0
hike_3329,3.0,3.0,5.0,2.0,3.0,7.6,0.0,3.6999999999999997,0.0
hike_333,0.0,0.0,0.1,0.0,0.0,0.3,0.0,3.4,0.0
hike_3330,0.0,2.0,2.0,4.0,15.0,7.2,1.0,9.299999999999999,0.0
hike_3331,10.0,11.0,19.1,0.0,14.0,33.199999999999996,2.1,13.000000000000004,2.0
hike_3332,9.299999999999999,26.0,23.0,65.0,8.0,40.599999999999994,6.199999999999999,22.700000000000006,2.3
hike_3333,6.0,14.0,18.2,0.0,10.0,25.7,3.0,11.399999999999997,4.0
hike_3334,15.0,27.0,21.0,0.0,10.0,28.900000000000002,2.0,16.4,6.199999999999999
hike_3335,2.0,0.0,0.0,0.0,7.0,3.7,0.0,8.899999999999999,0.0
hike_3336,11.0,45.0,5.0,0.0,10.0,23.9,4.2,19.999999999999996,3.0
hike_3337,7.0,4.0,15.1,7.0,10.0,20.100000000000005,1.1,14.9,8.3
hike_3338,14.0,9.0,16.0,2.0,17.0,21.7,1.0,21.999999999999996,2.0
hike_3339,6.0,2.0,13.0,10.0,29.0,6.800000000000001,1.0,20.099999999999998,5.3
hike_334,6.0,3.0,0.0,1.0,3.0,0.5,0.0,2.3,3.0
hike_3340,4.0,12.0,6.0,0.0,24.0,10.1,1.0,7.8,2.0
hike_3341,7.0,19.0,15.0,29.0,23.0,25.3,9.1,13.6,2.6
hike_3342,11.0,12.4,38.1,65.0,8.0,40.80000000000001,9.8,17.2,0.0
hike_3343,3.0,9.0,19.0,59.0,7.0,33.99999999999999,8.2,17.7,7.0
hike_3344,5.0,36.0,35.0,86.0,12.0,46.1,6.199999999999999,20.700000000000003,2.5999999999999996
hike_3345,8.0,2.0,4.1,0.0,11.0,14.499999999999998,2.0,6.700000000000001,5.3
hike_3346,24.0,16.0,8.3,5.0,39.0,11.899999999999999,1.1,28.700000000000003,6.0
hike_3347,26.1,14.0,3.0,1.0,13.0,12.799999999999997,4.1,23.7,0.0
hike_3348,4.0,32.0,9.1,7.0,41.0,4.300000000000001,0.3,15.899999999999999,6.3
hike_3349,3.0,1.0,3.0,0.0,11.0,8.6,5.1,8.199999999999998,1.3
hike_335,0.0,2.0,1.0,3.0,4.0,1.0,0.0,0.9999999999999999,0.0
hike_3350,3.0,20.0,23.1,0.0,15.0,32.5,1.1,17.0,0.6
hike_3351,12.5,15.0,24.0,4.0,19.0,54.2,2.1,24.000000000000004,3.0
hike_3352,1.0,8.0,3.0,0.0,5.0,5.500000000000001,0.0,4.800000000000001,1.0
hike_3353,9.0,4.0,14.0,63.0,35.0,25.8,6.0,15.399999999999999,4.0
hike_3354,16.0,19.0,34.0,1.0,14.0,35.1,0.1,13.399999999999995,1.3
hike_3355,4.0,7.0,4.0,0.0,10.0,12.099999999999998,1.0,7.7,3.0
hike_3356,7.0,8.0,11.299999999999999,1.0,6.0,14.2,0.0,10.7,1.0
hike_3357,2.0,11.0,15.1,24.0,9.0,15.4,7.0,10.500000000000002,0.3
hike_3358,51.1,11.0,23.2,114.0,42.0,31.5,3.0,37.000000000000014,13.0
hike_3359,4.0,3.0,21.1,46.0,11.0,20.500000000000004,3.1,14.7,2.3
hike_336,0.0,0.0,0.0,8.0,3.0,0.2,1.0,2.9,1.0
hike_3360,16.0,3.0,14.899999999999999,0.0,20.0,14.399999999999999,2.1,12.1,1.0
hike_3361,2.0,9.0,11.0,8.0,2.0,18.7,2.1,18.3,6.0
hike_3362,5.0,3.0,10.0,1.0,1.0,9.6,1.1,3.8000000000000003,0.0
hike_3363,13.5,7.0,19.1,1.0,8.0,17.5,0.0,13.499999999999996,9.3
hike_3364,9.0,6.0,4.1,18.0,5.0,9.8,1.1,6.1,0.0
hike_3365,0.0,0.0,8.0,15.0,17.0,4.6,3.0,6.3999999999999995,0.0
hike_3366,6.2,16.1,6.1,1.0,14.0,42.50000000000001,4.2,14.699999999999998,3.0
hike_3367,5.2,6.0,11.2,2.0,16.0,16.699999999999996,0.0,13.899999999999999,3.0
hike_3368,18.0,5.0,6.2,0.0,10.0,10.299999999999999,0.0,11.100000000000001,1.0
hike_3369,9.0,3.0,6.0,4.0,9.0,9.1,2.0,7.8,2.0
hike_337,1.0,0.0,0.1,0.0,7.0,1.2,0.0,3.9000000000000004,3.0
hike_3370,1.0,9.0,9.0,9.0,15.0,7.199999999999999,1.0,8.4,0.0
hike_3371,25.0,20.0,11.0,8.0,14.0,13.999999999999998,6.199999999999999,22.6,0.0
hike_3372,2.0,10.0,4.1,1.0,3.0,5.1000000000000005,0.0,0.1,0.0
hike_3373,16.0,6.0,6.2,38.0,10.0,22.800000000000004,1.0,13.699999999999996,0.3
hike_3374,7.0,7.0,5.0,2.0,11.0,5.9,0.0,6.7,6.0
hike_3375,8.0,3.0,3.1,0.0,12.0,10.4,0.4,7.9,2.3
hike_3376,3.0,0.0,5.0,0.0,5.0,9.299999999999999,8.0,5.7,0.3
hike_3377,3.0,3.0,1.0,0.0,9.0,1.0,0.0,0.5,0.0
hike_3378,5.0,6.5,7.0,2.0,4.0,15.299999999999999,0.7999999999999999,5.7,0.0
hike_3379,6.0,0.0,6.1,0.0,14.0,3.4,0.0,5.599999999999999,3.0
hike_338,1.0,0.0,0.0,3.0,3.0,0.0,1.0,0.4,0.0
hike_3380,1.0,2.0,2.0,0.0,3.0,1.6,0.0,1.3,0.0
hike_3381,12.0,11.0,1.0,7.0,8.0,32.5,2.1,16.9,4.8
hike_3382,16.2,27.0,19.1,0.0,8.0,27.100000000000005,3.3,12.799999999999995,6.0
hike_3383,10.0,1.0,7.299999999999999,0.0,20.0,14.599999999999998,1.0,14.0,2.0
hike_3384,6.0,7.0,7.0,25.0,2.0,17.7,2.0,3.6,0.0
hike_3385,3.0,1.0,9.0,26.0,6.0,12.799999999999999,2.1,12.199999999999998,3.3
hike_3386,10.0,11.0,8.9,3.0,11.0,26.900000000000002,4.6,11.999999999999998,2.3
hike_3387,6.0,6.0,11.0,0.0,10.0,7.699999999999999,0.2,1.0999999999999999,1.0
hike_3388,5.0,3.0,11.1,21.0,9.0,16.599999999999998,0.0,6.799999999999999,2.0
hike_3389,6.0,6.0,4.0,0.0,40.0,11.7,1.0,18.300000000000004,6.0
hike_339,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.1,2.3
hike_3390,9.0,8.0,15.0,2.0,18.0,29.099999999999998,7.4,22.400000000000002,0.6
hike_3391,7.0,13.0,2.0,0.0,21.0,6.799999999999999,0.0,6.3,1.3
hike_3392,17.1,3.0,9.0,0.0,17.0,17.0,2.0,18.7,3.6
hike_3393,7.0,11.0,22.0,19.0,24.0,16.0,7.9,16.900000000000002,2.0
hike_3394,1.0,18.0,15.0,33.0,2.0,25.599999999999998,5.0,12.799999999999999,0.0
hike_3395,9.0,1.0,11.4,19.0,7.0,19.099999999999998,4.0,12.799999999999997,0.3
hike_3396,13.0,19.1,13.4,1.0,15.0,29.700000000000006,1.2000000000000002,14.599999999999998,3.5999999999999996
hike_3397,1.0,9.1,8.1,3.0,4.0,11.700000000000001,0.2,3.1000000000000005,0.0
hike_3398,7.0,7.0,6.0,0.0,5.0,15.700000000000001,4.0,8.5,0.0
hike_3399,3.0,3.0,2.0,24.0,25.0,7.099999999999999,3.0,15.800000000000002,1.0
hike_34,4.0,9.0,4.3999999999999995,23.0,9.0,11.0,4.0,9.899999999999999,5.3
hike_340,1.0,3.0,0.0,3.0,3.0,1.3000000000000003,1.0,1.3,2.0
hike_3400,7.0,2.0,8.0,10.0,17.0,14.499999999999996,1.1,17.999999999999996,0.0
hike_3401,2.0,9.0,7.0,1.0,5.0,21.299999999999997,2.3000000000000003,7.199999999999999,1.0
hike_3402,3.0,24.0,0.9,0.0,15.0,8.5,0.0,13.899999999999997,2.0
hike_3403,11.1,7.0,8.1,25.0,4.0,15.2,1.1,6.999999999999998,2.0
hike_3404,7.0,11.0,2.0,11.0,10.0,1.6000000000000003,1.1,5.3999999999999995,0.0
hike_3405,9.0,4.0,11.6,1.0,58.0,13.300000000000002,0.0,26.499999999999996,3.0
hike_3406,10.0,11.0,24.0,3.0,11.0,38.7,9.5,19.400000000000006,2.0
hike_3407,9.0,10.0,7.199999999999999,0.0,17.0,5.0,0.0,6.500000000000001,2.0
hike_3408,1.0,8.0,7.0,4.0,9.0,12.1,1.0,6.5,0.0
hike_3409,11.0,2.0,8.0,0.0,0.0,18.7,0.1,9.499999999999998,0.0
hike_341,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.1,0.0
hike_3410,12.0,12.0,9.0,6.0,20.0,14.0,1.1,12.7,1.0
hike_3411,2.0,10.0,2.0,4.0,2.0,5.3,0.0,1.9000000000000001,0.0
hike_3412,14.0,5.0,8.0,38.0,7.0,22.2,4.0,17.2,1.6
hike_3413,9.0,10.0,2.2,0.0,14.0,2.5,1.0,8.799999999999999,2.0
hike_3414,2.0,6.0,0.0,0.0,10.0,4.5,1.0,6.0,0.0
hike_3415,4.1,9.0,6.4,0.0,5.0,10.1,1.0,3.1000000000000005,4.3
hike_3416,5.0,18.0,9.4,1.0,15.0,16.799999999999997,2.2,12.899999999999995,1.3
hike_3417,6.0,30.0,8.0,0.0,27.0,4.8999999999999995,0.0,14.799999999999999,1.0
hike_3418,4.0,29.0,16.1,0.0,29.0,35.500000000000014,2.1,12.899999999999999,1.3
hike_3419,7.0,16.1,8.0,60.0,16.0,34.2,2.5000000000000004,20.3,4.0
hike_342,2.0,8.0,0.0,6.0,3.0,5.0,2.0,3.8,0.3
hike_3420,2.0,1.0,15.1,38.0,10.0,24.500000000000004,6.1,15.399999999999999,0.0
