hike_id,Bring Bug Spray,Easy Difficulty,Family Friendly,Hard Difficulty,Lake/Waterfall/Pond,Parking Issues,Rocky Conditions,Snow/Icy Conditions,Well Maintained
hike_10217,1,0,1,0,0,0,0,0,1
hike_10218,1,0,1,0,0,0,0,0,1
hike_9106,0,1,1,1,0,0,0,0,0
hike_10219,0,1,1,0,0,0,0,0,1
hike_10220,0,1,1,1,0,0,0,0,0
hike_10221,0,1,1,0,0,0,0,0,1
hike_7517,1,0,1,0,0,1,0,0,0
hike_10222,1,0,1,0,0,0,0,0,1
hike_7518,0,0,1,1,1,0,0,0,0
hike_10223,0,0,0,1,1,0,0,0,1
hike_10224,0,1,0,1,0,0,0,0,1
hike_10225,0,0,1,1,0,0,0,0,1
hike_7519,1,1,0,0,1,0,0,0,0
hike_10226,0,1,0,1,0,0,0,0,1
hike_10227,0,1,1,0,0,0,0,0,1
hike_10228,0,0,0,0,0,0,0,0,0
hike_9107,1,0,1,0,0,1,0,0,0
hike_10258,0,1,1,0,0,0,0,0,1
hike_7520,0,1,0,1,0,0,0,0,1
hike_10229,0,1,1,0,0,0,0,0,1
hike_10230,0,1,1,0,0,0,0,0,1
hike_10231,0,1,0,0,0,1,0,0,1
hike_10232,1,0,1,0,0,0,0,0,1
hike_7521,0,1,1,0,0,0,0,0,1
hike_10233,0,1,1,0,0,0,0,0,1
hike_11002,0,0,1,1,0,0,1,0,0
hike_10234,0,1,0,0,1,0,0,1,0
hike_7522,1,0,0,1,0,0,0,1,0
hike_10235,1,0,0,1,1,0,0,0,0
hike_10236,0,1,1,0,0,0,0,0,1
hike_7619,0,0,1,1,1,0,0,0,0
hike_9108,1,1,1,0,0,0,0,0,0
hike_10237,0,0,0,0,0,0,0,0,0
hike_10238,0,0,1,1,0,0,0,0,1
hike_10239,0,1,1,1,0,0,0,0,0
hike_10240,0,0,1,1,0,1,0,0,0
hike_10241,0,1,1,0,0,0,0,0,1
hike_9109,0,1,0,1,0,0,1,0,0
hike_10242,1,0,1,0,0,0,0,0,1
hike_7523,0,0,1,0,1,0,0,0,1
hike_10243,0,0,0,0,0,0,0,0,0
hike_10244,1,0,1,0,0,0,0,0,1
hike_10245,0,0,0,1,1,1,0,0,0
hike_9110,0,1,1,0,0,0,0,1,0
hike_7524,0,1,0,0,0,1,0,0,1
hike_10247,0,1,1,1,0,0,0,0,0
hike_10248,0,0,0,0,0,0,0,0,0
hike_10249,0,0,1,1,0,0,0,0,1
hike_9111,0,1,1,0,0,0,0,0,1
hike_7525,0,1,1,0,1,0,0,0,0
hike_10250,0,0,0,1,0,1,0,0,1
hike_10251,0,0,0,0,0,0,0,0,0
hike_7526,0,0,0,1,1,0,1,0,0
hike_7527,1,0,0,0,0,0,1,0,1
hike_9112,0,1,1,0,1,0,0,0,0
hike_10252,0,1,1,0,0,0,0,0,1
hike_7528,0,1,1,1,0,0,0,0,0
hike_10253,1,0,1,0,0,0,0,0,1
hike_7529,0,1,1,1,0,0,0,0,0
hike_7530,0,1,0,0,1,1,0,0,0
hike_10254,0,1,0,1,0,1,0,0,0
hike_10255,0,0,0,1,0,1,0,0,1
hike_7531,0,1,0,0,1,0,0,1,0
hike_10256,0,1,1,1,0,0,0,0,0
hike_10257,0,0,1,1,0,0,0,0,1
hike_7532,1,0,1,1,0,0,0,0,0
hike_10259,1,0,1,0,0,0,0,0,1
hike_10260,0,0,0,0,0,0,0,0,0
hike_9113,1,0,1,1,0,0,0,0,0
hike_7533,0,0,1,1,1,0,0,0,0
hike_7534,0,1,0,1,0,0,0,0,1
hike_7535,1,0,0,1,0,1,0,0,0
hike_9114,0,0,0,1,0,1,1,0,0
hike_7536,0,1,1,0,0,0,0,0,1
hike_7537,0,1,1,1,0,0,0,0,0
hike_9115,0,0,1,1,0,0,1,0,0
hike_7538,0,0,0,1,0,1,0,1,0
hike_7539,0,0,0,0,0,0,0,0,0
hike_7540,0,1,0,1,0,0,1,0,0
hike_9116,0,1,0,1,0,0,1,0,0
hike_9117,0,1,1,0,0,0,1,0,0
hike_7541,0,0,1,1,0,0,0,0,1
hike_7542,0,1,0,1,0,0,0,1,0
hike_7543,0,0,1,0,0,0,1,1,0
hike_9118,1,0,0,0,0,0,1,0,1
hike_7544,0,1,0,0,1,0,0,0,1
hike_9119,0,0,1,1,0,0,1,0,0
hike_7545,0,1,1,1,0,0,0,0,0
hike_7546,1,1,0,0,0,1,0,0,0
hike_7547,1,0,0,1,0,0,1,0,0
hike_7548,0,0,0,1,0,0,1,1,0
hike_9120,0,1,0,0,0,0,1,0,1
hike_7549,0,0,1,1,0,0,1,0,0
hike_7550,0,1,1,1,0,0,0,0,0
hike_9121,0,1,0,1,0,0,0,0,1
hike_7551,0,1,0,1,0,0,1,0,0
hike_7552,1,1,0,0,0,1,0,0,0
hike_7553,0,0,0,1,0,0,1,1,0
hike_9122,0,0,1,1,1,0,0,0,0
hike_7554,0,0,0,1,1,0,0,1,0
hike_7555,0,1,1,0,0,0,0,0,1
hike_9123,0,1,0,1,0,0,1,0,0
hike_7556,0,0,1,1,0,0,1,0,0
hike_9124,0,1,1,0,1,0,0,0,0
hike_7557,0,0,1,0,0,1,1,0,0
hike_7558,0,1,1,0,0,0,0,0,1
hike_7559,0,1,1,1,0,0,0,0,0
hike_7560,0,0,0,0,0,0,0,0,0
hike_9125,0,0,1,1,0,0,1,0,0
hike_7561,0,1,0,1,0,0,0,0,1
hike_7986,0,1,1,0,0,0,0,0,1
hike_9126,1,0,0,0,0,0,0,1,1
hike_7562,0,1,1,0,0,0,1,0,0
hike_7563,0,1,0,1,0,0,0,1,0
hike_9127,0,0,1,1,0,0,0,0,1
hike_7564,0,0,0,0,1,1,0,0,1
hike_7565,0,1,1,1,0,0,0,0,0
hike_7566,0,1,1,0,0,0,1,0,0
hike_11003,0,1,0,1,0,1,0,0,0
hike_7567,0,1,1,0,0,1,0,0,0
hike_9128,0,0,1,0,1,1,0,0,0
hike_9129,0,1,0,0,1,0,0,0,1
hike_7568,0,0,1,1,0,0,0,0,1
hike_7569,0,0,1,1,0,0,1,0,0
hike_7570,0,0,0,0,1,0,1,1,0
hike_7571,0,0,1,1,1,0,0,0,0
hike_7572,1,0,1,1,0,0,0,0,0
hike_9130,0,1,1,0,0,0,1,0,0
hike_9131,0,1,1,0,1,0,0,0,0
hike_7573,0,0,1,1,0,0,0,0,1
hike_7574,1,0,0,1,0,0,0,0,1
hike_7575,0,0,1,1,1,0,0,0,0
hike_9132,0,1,1,1,0,0,0,0,0
hike_7576,0,1,0,1,0,0,0,1,0
hike_7577,0,0,1,1,1,0,0,0,0
hike_7578,1,1,1,0,0,0,0,0,0
hike_7579,0,1,1,0,0,0,1,0,0
hike_9133,0,0,1,1,0,1,0,0,0
hike_7580,0,1,1,1,0,0,0,0,0
hike_11004,0,0,1,1,1,0,0,0,0
hike_7581,0,1,1,1,0,0,0,0,0
hike_9134,0,0,1,0,1,0,0,0,1
hike_7582,0,0,1,1,0,0,0,1,0
hike_9135,0,0,1,1,0,0,0,0,1
hike_7583,0,1,1,0,1,0,0,0,0
hike_7584,1,1,0,0,0,0,0,0,1
hike_9136,0,1,1,0,0,0,1,0,0
hike_7585,0,0,0,1,0,0,0,1,1
hike_7586,1,1,0,0,0,1,0,0,0
hike_9137,0,1,0,1,0,0,0,0,1
hike_7587,0,1,1,0,1,0,0,0,0
hike_7588,0,0,0,0,0,0,0,0,0
hike_7589,1,1,0,1,0,0,0,0,0
hike_9138,0,0,0,1,0,1,1,0,0
hike_7590,0,0,0,1,0,0,0,1,1
hike_7591,0,0,1,0,0,0,1,0,1
hike_9139,0,0,1,1,0,0,1,0,0
hike_7726,0,1,1,0,0,0,0,0,1
hike_7592,1,1,0,0,0,1,0,0,0
hike_7593,0,0,1,1,0,0,1,0,0
hike_7594,0,0,0,1,0,1,0,0,1
hike_7595,0,1,1,1,0,0,0,0,0
hike_9140,0,1,0,1,0,0,1,0,0
hike_7596,0,0,1,1,1,0,0,0,0
hike_7597,0,1,1,0,1,0,0,0,0
hike_7598,0,1,1,1,0,0,0,0,0
hike_7599,0,0,0,0,1,1,1,0,0
hike_9141,0,0,1,1,0,0,1,0,0
hike_7600,0,0,0,1,0,0,0,1,1
hike_7601,0,0,0,1,1,0,0,0,1
hike_9142,0,1,0,1,0,0,1,0,0
hike_7602,0,0,1,1,0,0,1,0,0
hike_9143,0,0,1,0,0,0,1,1,0
hike_7603,1,0,1,1,0,0,0,0,0
hike_9144,0,1,0,0,1,0,1,0,0
hike_7604,0,1,0,1,0,1,0,0,0
hike_7605,1,1,1,0,0,0,0,0,0
hike_9145,0,1,1,0,1,0,0,0,0
hike_7606,0,1,0,1,0,0,1,0,0
hike_9146,0,0,1,1,0,0,0,0,1
hike_7607,0,0,1,1,0,0,0,1,0
hike_7608,1,0,0,1,1,0,0,0,0
hike_7609,0,0,1,1,0,0,1,0,0
hike_9147,0,1,0,1,0,0,0,0,1
hike_7610,0,1,0,1,0,0,0,1,0
hike_7611,0,0,0,1,0,1,0,0,1
hike_9148,0,1,1,0,0,0,1,0,0
hike_7612,0,1,1,0,1,0,0,0,0
hike_7613,0,1,1,1,0,0,0,0,0
hike_9149,1,1,0,0,1,0,0,0,0
hike_7614,0,0,1,1,1,0,0,0,0
hike_7615,0,0,1,1,0,0,0,1,0
hike_11005,0,1,0,1,1,0,0,0,0
hike_9150,0,1,0,1,1,0,0,0,0
hike_7616,0,0,0,1,1,0,0,0,1
hike_7617,0,0,1,1,0,0,1,0,0
hike_9151,1,0,0,0,0,1,0,0,1
hike_7618,1,0,1,0,0,0,0,0,1
hike_9152,0,0,1,0,0,1,0,0,1
hike_7620,0,1,1,0,0,0,0,1,0
hike_12002,0,0,1,1,0,1,0,0,0
hike_9153,1,1,0,0,0,0,1,0,0
hike_7621,0,1,0,0,0,0,1,0,1
hike_7622,0,1,0,0,0,0,1,0,1
hike_7623,0,0,1,1,0,0,0,0,1
hike_9154,0,1,1,0,0,0,0,0,1
hike_7624,1,0,1,1,0,0,0,0,0
hike_11006,0,1,0,1,0,1,0,0,0
hike_7625,0,0,1,0,0,1,0,0,1
hike_7626,0,0,1,1,0,0,1,0,0
hike_9155,1,1,0,0,0,0,1,0,0
hike_7627,0,0,1,1,0,0,0,1,0
hike_7628,0,1,0,1,0,0,1,0,0
hike_9156,0,0,1,0,1,0,1,0,0
hike_7644,0,1,1,1,0,0,0,0,0
hike_7629,0,0,1,0,0,0,1,1,0
hike_9157,0,1,0,1,0,0,1,0,0
hike_7630,1,0,1,0,0,0,0,1,0
hike_7631,0,0,0,1,0,0,1,1,0
hike_7632,0,1,0,1,0,0,0,1,0
hike_9158,1,1,0,0,0,1,0,0,0
hike_7633,0,1,1,1,0,0,0,0,0
hike_7634,0,0,1,1,0,0,1,0,0
hike_7635,1,1,0,0,0,0,1,0,0
hike_9159,0,1,1,0,0,0,0,0,1
hike_7636,0,1,0,1,0,0,0,0,1
hike_7676,0,1,1,0,0,0,0,0,1
hike_9160,0,1,0,0,1,1,0,0,0
hike_7637,0,1,0,1,0,0,1,0,0
hike_7638,0,0,1,1,0,0,0,0,1
hike_9161,0,0,1,1,1,0,0,0,0
hike_7639,0,0,1,1,1,0,0,0,0
hike_7640,0,0,0,1,1,0,0,0,1
hike_9162,0,1,0,0,1,0,1,0,0
hike_7641,0,1,1,0,1,0,0,0,0
hike_7642,0,0,1,1,0,1,0,0,0
hike_7643,0,0,0,1,0,0,1,1,0
hike_9163,0,1,0,1,0,0,1,0,0
hike_7645,1,1,0,0,0,0,0,1,0
hike_9164,0,1,0,0,0,0,1,0,1
hike_7646,1,1,0,0,0,0,0,0,1
hike_7647,0,0,1,1,0,0,1,0,0
hike_11007,0,0,1,1,1,0,0,0,0
hike_7648,0,1,1,1,0,0,0,0,0
hike_7649,0,0,1,1,0,0,0,1,0
hike_9165,1,0,1,1,0,0,0,0,0
hike_7650,0,1,0,1,1,0,0,0,0
hike_7651,0,1,0,1,0,0,0,1,0
hike_9166,0,1,0,0,1,0,0,0,1
hike_7756,0,1,1,0,0,1,0,0,0
hike_9167,0,0,1,1,0,0,0,1,0
hike_9168,0,1,0,0,0,1,0,0,1
hike_9169,0,1,1,0,0,0,1,0,0
hike_7652,0,0,1,1,0,0,0,0,1
hike_7653,1,0,0,1,0,0,1,0,0
hike_7654,0,1,0,1,0,0,0,1,0
hike_7655,0,0,1,0,0,0,1,0,1
hike_7656,0,0,1,1,0,0,0,0,1
hike_9170,0,0,1,0,1,0,0,0,1
hike_7657,0,1,1,0,1,0,0,0,0
hike_7658,1,1,1,0,0,0,0,0,0
hike_9171,0,1,1,0,1,0,0,0,0
hike_9172,0,0,1,0,0,0,1,1,0
hike_7659,0,1,0,1,1,0,0,0,0
hike_11008,0,0,0,1,0,1,1,0,0
hike_7660,1,1,0,0,1,0,0,0,0
hike_9173,1,0,0,1,0,0,1,0,0
hike_7661,0,1,0,1,0,0,0,0,1
hike_7662,0,0,1,1,0,0,1,0,0
hike_9174,0,0,1,1,0,0,0,1,0
hike_7663,1,0,1,1,0,0,0,0,0
hike_9175,0,0,1,1,0,0,0,0,1
hike_7664,0,0,1,0,0,0,0,1,1
hike_7665,0,1,1,0,0,0,0,0,1
hike_9176,0,0,1,1,0,1,0,0,0
hike_7666,1,1,0,0,0,0,0,0,1
hike_7667,1,0,1,0,0,0,0,0,1
hike_9177,0,1,1,1,0,0,0,0,0
hike_7668,0,0,1,1,0,0,1,0,0
hike_9178,0,0,1,1,1,0,0,0,0
hike_7669,1,0,0,0,0,0,1,1,0
hike_7670,0,1,0,1,1,0,0,0,0
hike_7671,0,0,0,1,1,0,0,0,1
hike_9179,0,1,0,0,0,0,0,1,1
hike_7672,0,1,0,1,1,0,0,0,0
hike_7673,0,0,0,1,1,0,1,0,0
hike_9180,0,0,0,0,1,0,1,0,1
hike_7674,0,1,1,0,1,0,0,0,0
hike_7675,0,0,1,1,1,0,0,0,0
hike_9181,0,1,0,0,0,1,1,0,0
hike_7677,0,1,0,1,0,0,0,0,1
hike_9182,0,1,1,0,1,0,0,0,0
hike_7678,0,0,0,1,0,0,0,1,1
hike_7679,0,0,1,1,0,0,0,0,1
hike_9183,0,0,0,1,1,0,0,0,1
hike_7680,1,1,0,0,0,0,0,0,1
hike_9184,0,1,0,1,0,0,0,0,1
hike_7681,1,1,1,0,0,0,0,0,0
hike_9185,0,1,0,1,1,0,0,0,0
hike_7682,0,1,0,0,1,0,0,0,1
hike_7683,1,1,0,0,0,0,1,0,0
hike_11009,0,0,1,0,1,1,0,0,0
hike_9186,0,1,0,1,0,1,0,0,0
hike_7684,1,0,0,1,0,0,1,0,0
hike_7685,0,0,0,1,1,1,0,0,0
hike_7686,0,0,0,1,1,0,1,0,0
hike_9190,1,1,0,0,0,0,1,0,0
hike_9187,0,1,0,0,1,0,1,0,0
hike_7687,0,1,0,0,1,0,1,0,0
hike_7688,0,1,0,1,1,0,0,0,0
hike_7689,0,0,0,0,1,0,1,0,1
hike_9188,0,0,1,1,0,1,0,0,0
hike_7690,0,0,1,1,0,0,1,0,0
hike_9189,0,0,1,0,0,1,1,0,0
hike_7691,0,1,0,0,0,0,1,0,1
hike_11010,0,1,1,0,0,0,1,0,0
hike_7692,0,1,0,1,1,0,0,0,0
hike_7693,0,1,0,0,1,0,0,0,1
hike_7809,1,0,1,1,0,0,0,0,0
hike_7694,0,0,0,1,0,0,0,1,1
hike_7695,1,0,0,0,1,0,0,0,1
hike_7696,0,0,1,0,0,0,1,0,1
hike_7697,0,1,0,0,1,1,0,0,0
hike_9191,0,1,1,1,0,0,0,0,0
hike_7698,0,1,1,0,0,1,0,0,0
hike_7699,0,1,0,1,0,0,1,0,0
hike_7700,0,1,0,1,0,0,1,0,0
hike_9192,0,0,0,1,0,0,1,0,1
hike_7701,0,1,0,1,1,0,0,0,0
hike_7702,0,1,1,1,0,0,0,0,0
hike_9193,0,0,1,1,0,0,1,0,0
hike_7704,0,1,0,1,0,0,0,0,1
hike_9194,0,1,1,0,1,0,0,0,0
hike_7705,0,1,0,1,0,0,0,1,0
hike_9195,0,1,0,1,1,0,0,0,0
hike_7706,1,0,1,1,0,0,0,0,0
hike_12003,0,0,1,1,0,0,1,0,0
hike_7707,0,1,1,1,0,0,0,0,0
hike_9196,0,1,1,0,0,1,0,0,0
hike_7708,0,0,1,1,0,0,1,0,0
hike_9197,0,1,1,0,1,0,0,0,0
hike_7709,0,1,1,0,1,0,0,0,0
hike_9691,0,0,0,0,0,0,0,0,0
hike_7710,0,0,0,1,1,1,0,0,0
hike_7711,0,0,1,1,0,0,1,0,0
hike_7712,1,1,0,1,0,0,0,0,0
hike_9198,0,1,1,0,0,0,0,0,1
hike_7713,0,1,1,0,1,0,0,0,0
hike_7714,0,1,1,1,0,0,0,0,0
hike_9199,0,0,1,0,1,0,0,0,1
hike_7715,0,1,0,1,0,0,0,0,1
hike_12004,0,0,1,1,1,0,0,0,0
hike_7716,0,1,1,0,0,1,0,0,0
hike_9200,0,0,0,1,0,0,1,0,1
hike_9332,0,1,0,1,1,0,0,0,0
hike_7717,0,0,1,1,1,0,0,0,0
hike_7718,0,1,1,0,1,0,0,0,0
hike_11011,0,1,1,0,0,0,1,0,0
hike_7719,0,1,1,0,0,0,0,1,0
hike_7720,0,1,0,0,0,0,1,0,1
hike_7721,0,1,1,1,0,0,0,0,0
hike_7722,0,1,0,0,1,0,1,0,0
hike_9201,1,0,0,1,0,0,0,0,1
hike_7723,0,1,0,1,0,0,0,1,0
hike_7724,1,1,1,0,0,0,0,0,0
hike_9202,0,1,0,0,0,1,0,0,1
hike_7725,0,0,0,1,0,0,0,1,1
hike_12005,0,1,0,0,1,1,0,0,0
hike_7727,0,1,1,1,0,0,0,0,0
hike_9203,0,1,0,0,0,0,1,0,1
hike_7728,0,1,0,1,1,0,0,0,0
hike_7729,0,1,1,0,0,0,0,0,1
hike_7730,0,1,0,0,1,0,0,0,1
hike_9204,0,1,1,1,0,0,0,0,0
hike_7731,0,1,0,0,0,0,0,1,1
hike_7732,0,0,1,1,0,0,0,0,1
hike_7733,0,0,0,0,0,0,0,0,0
hike_9205,0,0,1,1,0,0,1,0,0
hike_7734,0,1,1,1,0,0,0,0,0
hike_9206,0,0,1,1,0,1,0,0,0
hike_7735,1,0,0,0,1,0,0,0,1
hike_11012,0,0,0,1,1,0,1,0,0
hike_9207,0,1,1,0,0,1,0,0,0
hike_7736,1,0,0,1,0,0,1,0,0
hike_7737,0,1,1,1,0,0,0,0,0
hike_9208,0,1,0,1,0,0,0,0,1
hike_7738,0,1,1,1,0,0,0,0,0
hike_9209,0,1,1,1,0,0,0,0,0
hike_7739,0,1,0,1,1,0,0,0,0
hike_7740,0,0,1,1,0,0,1,0,0
hike_7741,0,0,0,1,1,0,0,0,1
hike_7742,0,1,1,0,0,0,0,0,1
hike_12006,0,1,0,0,1,1,0,0,0
hike_9210,0,1,0,0,1,0,0,1,0
hike_7743,0,0,1,1,0,0,0,1,0
hike_7744,0,0,1,1,0,1,0,0,0
hike_9211,1,1,0,0,0,0,1,0,0
hike_7745,0,1,1,0,0,0,0,0,1
hike_7746,0,0,1,0,0,0,1,0,1
hike_7747,0,0,0,0,0,0,0,0,0
hike_9212,0,1,1,0,0,1,0,0,0
hike_7748,0,0,1,1,0,0,0,0,1
hike_7749,0,1,1,0,0,1,0,0,0
hike_9213,0,1,1,1,0,0,0,0,0
hike_7750,1,1,0,0,0,0,1,0,0
hike_11013,0,0,1,1,0,0,1,0,0
hike_7751,0,1,1,1,0,0,0,0,0
hike_7752,0,0,1,0,0,0,0,1,1
hike_7753,0,1,1,1,0,0,0,0,0
hike_9214,0,1,0,1,0,0,1,0,0
hike_7754,0,0,1,0,1,0,1,0,0
hike_7755,0,0,1,1,0,0,1,0,0
hike_7757,0,1,1,1,0,0,0,0,0
hike_9215,0,1,0,0,0,0,1,0,1
hike_7758,0,1,1,0,1,0,0,0,0
hike_11014,0,0,1,1,0,0,1,0,0
hike_7759,0,1,1,0,0,0,0,0,1
hike_7760,1,0,1,0,0,0,1,0,0
hike_9216,1,0,0,1,1,0,0,0,0
hike_7761,1,0,0,0,1,0,1,0,0
hike_7762,0,0,0,0,0,0,0,0,0
hike_9217,0,1,0,1,0,0,1,0,0
hike_7763,1,0,0,1,0,0,1,0,0
hike_11155,0,1,1,0,0,1,0,0,0
hike_9218,0,0,1,1,1,0,0,0,0
hike_7764,0,0,0,1,0,1,1,0,0
hike_7765,0,1,1,0,1,0,0,0,0
hike_9219,0,1,0,0,0,1,1,0,0
hike_7766,1,0,0,0,1,1,0,0,0
hike_7767,0,0,1,1,0,0,1,0,0
hike_11015,0,1,0,0,0,1,1,0,0
hike_7768,0,1,0,0,0,1,0,0,1
hike_7769,0,1,1,1,0,0,0,0,0
hike_9220,0,1,0,1,1,0,0,0,0
hike_7770,0,0,0,1,1,0,0,1,0
hike_12007,0,0,1,1,0,0,1,0,0
hike_7771,0,1,1,0,1,0,0,0,0
hike_7772,0,0,0,0,0,0,0,0,0
hike_9221,0,1,0,1,0,0,0,0,1
hike_7773,0,0,1,0,0,0,1,0,1
hike_9222,0,1,0,1,1,0,0,0,0
hike_7774,0,1,0,0,1,1,0,0,0
hike_7775,0,1,1,0,1,0,0,0,0
hike_9223,1,0,0,0,1,1,0,0,0
hike_9224,0,1,0,1,0,0,1,0,0
hike_7776,1,0,1,0,0,0,0,0,1
hike_7777,0,1,0,0,1,0,0,0,1
hike_14497,0,1,0,1,0,0,0,0,1
hike_7778,0,1,0,1,0,0,0,1,0
hike_9225,1,0,0,1,0,0,0,0,1
hike_9226,0,1,1,1,0,0,0,0,0
hike_7779,0,1,0,1,1,0,0,0,0
hike_7780,0,1,0,0,1,0,1,0,0
hike_9227,1,0,0,0,1,0,0,0,1
hike_7781,0,0,0,1,1,1,0,0,0
hike_9228,0,1,1,0,0,0,1,0,0
hike_7782,0,0,1,0,1,0,0,0,1
hike_7783,1,1,0,0,1,0,0,0,0
hike_9229,0,0,1,1,0,0,1,0,0
hike_7784,0,1,0,1,0,0,0,0,1
hike_11016,0,1,1,0,1,0,0,0,0
hike_9230,0,1,1,0,0,0,1,0,0
hike_7785,0,0,1,0,0,0,1,0,1
hike_7786,0,1,0,1,1,0,0,0,0
hike_7787,1,1,0,0,1,0,0,0,0
hike_9231,0,1,0,0,0,0,1,0,1
hike_7788,0,0,1,1,0,0,0,0,1
hike_7789,0,1,0,0,1,0,0,0,1
hike_7790,0,0,1,1,1,0,0,0,0
hike_9232,0,0,1,1,0,0,0,0,1
hike_9274,1,0,1,1,0,0,0,0,0
hike_7791,1,0,1,0,0,0,0,1,0
hike_9233,0,0,0,1,0,1,0,0,1
hike_7792,0,0,0,1,0,0,1,1,0
hike_9234,0,1,0,0,0,0,1,0,1
hike_7793,0,1,0,0,0,0,1,0,1
hike_7794,0,1,1,0,0,0,0,0,1
hike_9235,0,0,1,1,0,0,1,0,0
hike_9236,0,1,0,0,0,0,1,0,1
hike_7795,0,1,1,0,0,0,1,0,0
hike_9237,0,1,0,1,0,0,0,1,0
hike_7796,1,0,1,0,0,0,0,0,1
hike_7797,1,1,0,0,0,0,0,0,1
hike_7798,0,1,0,1,1,0,0,0,0
hike_11017,0,0,1,1,1,0,0,0,0
hike_7799,1,0,1,0,0,0,0,0,1
hike_12008,0,0,1,1,0,0,1,0,0
hike_9238,0,1,1,1,0,0,0,0,0
hike_7800,0,0,1,1,1,0,0,0,0
hike_7801,0,1,1,0,1,0,0,0,0
hike_7802,1,0,1,0,0,0,0,0,1
hike_7803,0,0,0,0,0,1,1,0,1
hike_9239,0,1,0,0,0,0,0,1,1
hike_7804,1,0,0,0,0,0,1,1,0
hike_7805,0,1,0,1,0,1,0,0,0
hike_9240,0,1,0,0,0,0,0,1,1
hike_7806,0,1,0,0,0,1,0,1,0
hike_7807,1,1,0,0,0,0,0,0,1
hike_7808,1,0,1,0,0,0,0,0,1
hike_9241,1,0,1,0,0,0,0,0,1
hike_7810,0,0,1,1,0,0,0,0,1
hike_9242,0,0,0,1,0,0,1,0,1
hike_7811,0,0,1,0,0,1,1,0,0
hike_7812,0,0,1,0,0,0,1,0,1
hike_9243,0,1,1,0,0,1,0,0,0
hike_7813,1,0,1,0,0,0,0,0,1
hike_7814,0,1,0,1,0,0,0,1,0
hike_9244,1,0,0,1,1,0,0,0,0
hike_7815,0,0,0,1,1,0,1,0,0
hike_7816,0,1,1,0,0,0,0,0,1
hike_9245,0,0,1,1,0,0,1,0,0
hike_7817,0,1,0,1,1,0,0,0,0
hike_7818,0,1,0,0,0,1,0,0,1
hike_11018,0,1,0,0,0,1,1,0,0
hike_9246,0,1,1,0,0,0,1,0,0
hike_7819,0,0,1,1,0,0,0,0,1
hike_9247,0,0,0,0,1,1,1,0,0
hike_7820,0,0,1,0,1,1,0,0,0
hike_7821,0,0,0,0,0,0,0,0,0
hike_7822,0,0,0,0,1,1,0,0,1
hike_9248,0,1,0,0,1,0,0,0,1
hike_7823,0,1,0,0,0,0,1,0,1
hike_7824,0,0,0,1,0,1,1,0,0
hike_9249,0,1,1,1,0,0,0,0,0
hike_7825,1,1,0,0,0,0,0,0,1
hike_7826,0,1,0,0,0,0,1,0,1
hike_9250,1,1,0,0,0,0,0,0,1
hike_7827,1,0,0,0,0,0,0,1,1
hike_9251,0,0,0,0,0,0,0,0,0
hike_7828,0,0,0,1,0,0,0,1,1
hike_7829,0,0,0,1,1,0,0,0,1
hike_9252,0,1,0,0,0,1,0,0,1
hike_7830,1,1,0,0,0,0,0,0,1
hike_7831,0,1,1,0,0,0,0,0,1
hike_9253,0,0,1,1,0,1,0,0,0
hike_7832,0,0,1,0,1,0,0,1,0
hike_7833,0,0,1,1,1,0,0,0,0
hike_9254,0,1,0,1,1,0,0,0,0
hike_14547,1,0,1,0,0,0,0,0,1
hike_7834,0,0,0,1,0,1,0,0,1
hike_12009,0,0,1,1,1,0,0,0,0
hike_9255,0,0,1,0,0,0,1,0,1
hike_7835,0,1,1,0,1,0,0,0,0
hike_7836,1,1,0,0,0,0,0,0,1
hike_9256,0,0,1,0,0,0,0,1,1
hike_7837,1,0,1,0,0,1,0,0,0
hike_9257,0,0,0,1,0,1,0,0,1
hike_11019,0,0,0,1,0,1,1,0,0
hike_7838,0,1,0,1,0,0,0,1,0
hike_7839,0,1,1,1,0,0,0,0,0
hike_9258,0,1,0,0,0,0,1,0,1
hike_7840,1,1,0,0,0,0,0,0,1
hike_9259,0,1,0,1,1,0,0,0,0
hike_7841,0,1,1,0,1,0,0,0,0
hike_9260,0,1,1,0,0,0,1,0,0
hike_7842,1,1,1,0,0,0,0,0,0
hike_9261,0,1,1,0,0,0,0,0,1
hike_7843,0,1,1,0,0,0,0,0,1
hike_7844,0,1,0,1,0,0,0,1,0
hike_7845,0,1,0,1,1,0,0,0,0
hike_7846,0,0,0,0,0,0,0,0,0
hike_7847,0,0,1,1,0,0,0,0,1
hike_11020,0,0,1,1,0,0,1,0,0
hike_7848,0,1,0,1,0,0,0,0,1
hike_7849,1,1,0,0,0,0,0,0,1
hike_7850,0,1,1,1,0,0,0,0,0
hike_12010,0,0,1,0,1,0,1,0,0
hike_9262,1,0,1,1,0,0,0,0,0
hike_7851,0,1,0,0,0,1,0,0,1
hike_7852,1,0,0,0,1,1,0,0,0
hike_9263,0,1,0,1,0,0,0,0,1
hike_7853,0,1,1,0,1,0,0,0,0
hike_7854,0,1,1,0,0,0,1,0,0
hike_9264,0,1,0,1,1,0,0,0,0
hike_7855,0,1,0,1,1,0,0,0,0
hike_9265,0,0,0,1,0,0,1,0,1
hike_7856,1,1,1,0,0,0,0,0,0
hike_9266,0,0,1,1,0,0,1,0,0
hike_7857,0,1,0,1,0,0,1,0,0
